18692,18693,18692,76,-76,76.0
18691,18692,18692,3,3,3.0
18691,18692,18692,2,2,2.0
18691,18692,18692,8,8,8.0
18692,18693,18692,1,-1,1.0
18692,18693,18693,2,2,2.0
18692,18693,18693,15,15,15.0
18692,18693,18694,1,1,-1.0
18692,18693,18694,2,2,-2.0
18692,18693,18694,2,2,-2.0
18692,18693,18694,1,1,-1.0
18692,18693,18694,1,1,-1.0
18692,18693,18695,1,1,-1.0
18692,18693,18693,2,2,2.0
18692,18693,18695,1,1,-1.0
18692,18693,18693,2,2,2.0
18692,18693,18695,5,5,-5.0
18692,18693,18695,1,1,-1.0
18692,18695,18695,1,1,1.0
18692,18695,18693,1,-1,1.0
18692,18695,18692,1,-1,1.0
18692,18695,18695,1,1,1.0
18692,18695,18695,1,1,1.0
18692,18695,18696,1,1,-1.0
18692,18695,18693,1,-1,1.0
18692,18695,18692,1,-1,1.0
18692,18695,18692,2,-2,2.0
18692,18695,18695,1,1,1.0
18692,18695,18695,1,1,1.0
18692,18695,18696,1,1,-1.0
18692,18695,18696,2,2,-2.0
18692,18695,18696,1,1,-1.0
18692,18695,18694,1,1,-1.0
18692,18695,18693,1,-1,1.0
18692,18695,18692,1,-1,1.0
18692,18695,18696,1,1,-1.0
18692,18695,18692,5,-5,5.0
18692,18695,18692,4,-4,4.0
18692,18695,18691,1,-1,1.0
18692,18695,18694,1,1,-1.0
18691,18694,18694,1,1,1.0
18691,18694,18694,1,1,1.0
18691,18694,18693,1,1,-1.0
18691,18694,18694,1,1,1.0
18691,18694,18693,1,1,-1.0
18691,18694,18692,1,-1,1.0
18691,18694,18694,2,2,2.0
18691,18694,18695,1,1,-1.0
18691,18694,18694,1,1,1.0
18692,18694,18692,1,-1,1.0
18692,18694,18691,1,-1,1.0
18692,18694,18694,1,1,1.0
18692,18694,18694,1,1,1.0
18692,18694,18694,1,1,1.0
18692,18694,18694,1,1,1.0
18692,18694,18692,2,-2,2.0
18691,18694,18692,1,-1,1.0
18691,18694,18692,1,-1,1.0
18691,18694,18694,1,1,1.0
18692,18694,18694,1,1,1.0
18692,18694,18695,1,1,-1.0
18692,18694,18694,1,1,1.0
18692,18694,18692,1,-1,1.0
18692,18694,18694,1,1,1.0
18692,18694,18692,1,-1,1.0
18691,18694,18694,1,1,1.0
18691,18694,18694,1,1,1.0
18691,18694,18694,1,1,1.0
18691,18694,18695,1,1,-1.0
18691,18694,18695,1,1,-1.0
18691,18694,18695,3,3,-3.0
18691,18694,18696,1,1,-1.0
18691,18694,18696,1,1,-1.0
18692,18696,18692,1,-1,1.0
18692,18696,18691,1,-1,1.0
18692,18696,18695,1,1,-1.0
18692,18696,18691,2,-2,2.0
18691,18695,18695,2,2,2.0
18691,18695,18696,2,2,-2.0
18691,18695,18697,2,2,-2.0
18691,18695,18693,1,1,-1.0
18691,18695,18692,2,-2,2.0
18691,18695,18695,2,2,2.0
18691,18695,18692,2,-2,2.0
18691,18694,18692,2,-2,2.0
18691,18693,18693,1,1,1.0
18691,18693,18692,2,2,-2.0
18691,18693,18691,2,-2,2.0
18690,18692,18692,3,3,3.0
18690,18692,18693,2,2,-2.0
18690,18692,18693,1,1,-1.0
18690,18693,18693,1,1,1.0
18690,18693,18693,2,2,2.0
