2021-03-26 15:00:00,16287,16289,16300,215
2021-03-26 15:00:00,16300,16301,16300,1
2021-03-26 15:00:00,16300,16301,16300,10
2021-03-26 15:00:00,16300,16301,16300,2
2021-03-26 15:00:00,16300,16301,16301,3
2021-03-26 15:00:00,16299,16301,16299,7
2021-03-26 15:00:00,16299,16301,16299,1
2021-03-26 15:00:00,16299,16301,16301,1
2021-03-26 15:00:00,16299,16301,16301,1
2021-03-26 15:00:00,16299,16301,16299,1
2021-03-26 15:00:00,16299,16301,16301,1
2021-03-26 15:00:00,16299,16301,16301,1
2021-03-26 15:00:00,16299,16301,16301,1
2021-03-26 15:00:00,16299,16301,16299,1
2021-03-26 15:00:00,16299,16301,16301,1
2021-03-26 15:00:00,16298,16301,16301,1
2021-03-26 15:00:00,16298,16301,16302,1
2021-03-26 15:00:00,16298,16301,16298,4
2021-03-26 15:00:00,16298,16300,16300,1
2021-03-26 15:00:00,16298,16300,16300,2
2021-03-26 15:00:00,16298,16300,16300,1
2021-03-26 15:00:00,16298,16300,16300,1
2021-03-26 15:00:00,16298,16300,16302,1
2021-03-26 15:00:00,16298,16300,16303,1
2021-03-26 15:00:00,16298,16300,16303,1
2021-03-26 15:00:00,16298,16300,16298,3
2021-03-26 15:00:00,16298,16300,16298,2
2021-03-26 15:00:00,16298,16300,16303,1
2021-03-26 15:00:00,16298,16300,16303,1
2021-03-26 15:00:00,16298,16300,16303,1
2021-03-26 15:00:00,16299,16303,16303,1
2021-03-26 15:00:00,16299,16303,16299,1
2021-03-26 15:00:00,16299,16303,16298,1
2021-03-26 15:00:00,16299,16303,16297,2
2021-03-26 15:00:00,16299,16303,16297,1
2021-03-26 15:00:00,16299,16303,16298,1
2021-03-26 15:00:00,16299,16303,16302,2
2021-03-26 15:00:00,16298,16303,16298,1
2021-03-26 15:00:00,16298,16303,16297,1
2021-03-26 15:00:00,16298,16303,16298,1
2021-03-26 15:00:00,16298,16303,16301,1
2021-03-26 15:00:00,16298,16303,16302,2
2021-03-26 15:00:00,16298,16303,16298,1
2021-03-26 15:00:00,16298,16303,16302,1
2021-03-26 15:00:00,16299,16303,16303,2
2021-03-26 15:00:00,16299,16303,16303,1
2021-03-26 15:00:00,16299,16303,16298,1
2021-03-26 15:00:00,16299,16303,16299,1
2021-03-26 15:00:00,16299,16303,16301,1
2021-03-26 15:00:00,16299,16303,16301,1
2021-03-26 15:00:00,16299,16303,16301,2
2021-03-26 15:00:00,16299,16303,16298,1
2021-03-26 15:00:00,16299,16303,16301,2
2021-03-26 15:00:00,16299,16303,16301,1
2021-03-26 15:00:01,16298,16301,16301,1
2021-03-26 15:00:01,16298,16301,16298,1
2021-03-26 15:00:01,16298,16301,16301,1
2021-03-26 15:00:01,16298,16301,16301,1
2021-03-26 15:00:01,16298,16301,16302,1
2021-03-26 15:00:01,16298,16301,16298,1
2021-03-26 15:00:01,16298,16301,16297,4
2021-03-26 15:00:01,16298,16301,16301,3
2021-03-26 15:00:01,16298,16301,16301,1
2021-03-26 15:00:01,16298,16301,16301,1
2021-03-26 15:00:01,16298,16301,16301,1
2021-03-26 15:00:01,16298,16301,16302,2
2021-03-26 15:00:01,16298,16302,16302,1
2021-03-26 15:00:01,16298,16302,16300,1
2021-03-26 15:00:01,16298,16302,16300,2
2021-03-26 15:00:01,16298,16302,16301,1
2021-03-26 15:00:01,16298,16302,16301,1
2021-03-26 15:00:01,16298,16302,16300,1
2021-03-26 15:00:01,16298,16302,16302,1
2021-03-26 15:00:01,16298,16302,16301,1
2021-03-26 15:00:01,16298,16302,16302,2
2021-03-26 15:00:01,16298,16302,16301,2
2021-03-26 15:00:01,16298,16302,16302,2
2021-03-26 15:00:01,16298,16302,16298,1
2021-03-26 15:00:01,16298,16302,16297,4
2021-03-26 15:00:01,16298,16302,16297,1
2021-03-26 15:00:01,16298,16302,16297,2
2021-03-26 15:00:01,16298,16302,16297,2
2021-03-26 15:00:01,16297,16300,16297,1
2021-03-26 15:00:01,16297,16300,16296,1
2021-03-26 15:00:01,16297,16300,16300,1
2021-03-26 15:00:01,16297,16300,16301,1
2021-03-26 15:00:01,16297,16301,16297,1
2021-03-26 15:00:01,16297,16301,16296,2
2021-03-26 15:00:01,16297,16301,16301,1
2021-03-26 15:00:01,16297,16301,16301,1
2021-03-26 15:00:01,16297,16301,16301,1
2021-03-26 15:00:01,16297,16301,16301,1
2021-03-26 15:00:01,16297,16301,16301,1
2021-03-26 15:00:01,16296,16300,16296,1
2021-03-26 15:00:01,16296,16300,16296,1
2021-03-26 15:00:01,16296,16299,16296,1
2021-03-26 15:00:01,16296,16299,16296,1
2021-03-26 15:00:01,16296,16299,16296,1
2021-03-26 15:00:01,16296,16299,16296,1
2021-03-26 15:00:01,16296,16299,16296,1
2021-03-26 15:00:02,16296,16299,16296,1
2021-03-26 15:00:02,16296,16299,16296,1
2021-03-26 15:00:02,16296,16297,16297,1
2021-03-26 15:00:02,16296,16297,16297,1
2021-03-26 15:00:02,16296,16297,16296,5
2021-03-26 15:00:02,16296,16297,16295,3
2021-03-26 15:00:02,16296,16297,16296,4
2021-03-26 15:00:03,16295,16297,16295,1
2021-03-26 15:00:03,16295,16297,16296,1
2021-03-26 15:00:03,16295,16297,16295,1
2021-03-26 15:00:03,16295,16296,16296,4
2021-03-26 15:00:03,16296,16298,16296,1
2021-03-26 15:00:04,16295,16297,16298,2
2021-03-26 15:00:04,16295,16297,16297,2
2021-03-26 15:00:04,16295,16298,16298,1
2021-03-26 15:00:04,16295,16298,16298,5
2021-03-26 15:00:04,16295,16298,16298,2
2021-03-26 15:00:04,16294,16296,16294,1
2021-03-26 15:00:04,16294,16296,16294,1
2021-03-26 15:00:04,16294,16296,16296,3
2021-03-26 15:00:04,16294,16296,16296,2
2021-03-26 15:00:06,16294,16296,16297,3
2021-03-26 15:00:06,16294,16295,16294,1
2021-03-26 15:00:06,16294,16295,16294,5
2021-03-26 15:00:06,16293,16295,16295,1
2021-03-26 15:00:07,16293,16296,16296,1
2021-03-26 15:00:07,16293,16296,16297,2
2021-03-26 15:00:08,16294,16295,16294,1
2021-03-26 15:00:08,16294,16295,16295,1
2021-03-26 15:00:08,16294,16295,16294,1
2021-03-26 15:00:10,16294,16295,16294,1
2021-03-26 15:00:10,16294,16295,16295,1
2021-03-26 15:00:11,16294,16295,16295,1
2021-03-26 15:00:12,16294,16295,16295,1
2021-03-26 15:00:12,16294,16296,16294,1
2021-03-26 15:00:12,16294,16295,16294,1
2021-03-26 15:00:12,16294,16295,16294,4
2021-03-26 15:00:13,16294,16295,16293,1
2021-03-26 15:00:13,16294,16295,16294,1
2021-03-26 15:00:13,16292,16295,16295,1
2021-03-26 15:00:13,16292,16295,16295,2
2021-03-26 15:00:13,16292,16295,16295,3
2021-03-26 15:00:13,16292,16296,16295,1
2021-03-26 15:00:13,16294,16295,16294,1
2021-03-26 15:00:13,16292,16295,16294,1
