17966,17966,17966,272,0,0.0
17966,17966,17966,4,0,0.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17966,17966,17966,4,0,0.0
17966,17966,17966,4,0,0.0
17966,17966,17966,2,0,0.0
17965,17965,17965,2,-2,-2.0
17967,17967,17967,2,2,2.0
17967,17967,17967,8,0,0.0
17965,17965,17965,2,-2,-2.0
17965,17965,17965,2,0,0.0
17965,17965,17965,2,0,0.0
17965,17965,17965,14,0,0.0
17967,17967,17967,4,4,4.0
17965,17965,17965,2,-2,-2.0
17965,17965,17965,4,0,0.0
17965,17965,17965,2,0,0.0
17965,17965,17965,4,0,0.0
17965,17965,17965,2,0,0.0
17964,17964,17964,2,-2,-2.0
17964,17964,17964,2,0,0.0
17964,17964,17964,2,0,0.0
17967,17967,17967,2,2,2.0
17964,17964,17964,2,-2,-2.0
17967,17967,17967,2,2,2.0
17966,17966,17966,6,-6,-6.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17964,17964,17964,2,-2,-2.0
17964,17964,17964,4,0,0.0
17963,17963,17963,2,-2,-2.0
17963,17963,17963,10,0,0.0
17963,17963,17963,2,0,0.0
17965,17965,17965,2,2,2.0
17966,17966,17966,2,2,2.0
17964,17964,17964,4,-4,-4.0
17964,17964,17964,2,0,0.0
17966,17966,17966,4,4,4.0
17966,17966,17966,2,0,0.0
17967,17967,17967,8,8,8.0
17967,17967,17967,2,0,0.0
17967,17967,17967,2,0,0.0
17967,17967,17967,2,0,0.0
17968,17968,17968,2,2,2.0
17968,17968,17968,10,0,0.0
17968,17968,17968,2,0,0.0
17968,17968,17968,8,0,0.0
17968,17968,17968,14,0,0.0
17966,17966,17966,2,-2,-2.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17965,17965,17965,2,-2,-2.0
17965,17965,17965,2,0,0.0
17965,17965,17965,2,0,0.0
17965,17965,17965,2,0,0.0
17967,17967,17967,6,6,6.0
17968,17968,17968,4,4,4.0
17967,17967,17967,2,-2,-2.0
17967,17967,17967,2,0,0.0
17968,17968,17968,2,2,2.0
17968,17968,17968,2,0,0.0
17969,17969,17969,2,2,2.0
17969,17969,17969,2,0,0.0
17969,17969,17969,24,0,0.0
17969,17969,17969,2,0,0.0
17969,17969,17969,2,0,0.0
17970,17970,17970,2,2,2.0
17970,17970,17970,8,0,0.0
17970,17970,17970,24,0,0.0
17969,17969,17969,2,-2,-2.0
17970,17970,17970,2,2,2.0
17967,17967,17967,4,-4,-4.0
17968,17968,17968,2,2,2.0
17968,17968,17968,4,0,0.0
17966,17966,17966,2,-2,-2.0
17968,17968,17968,2,2,2.0
17968,17968,17968,2,0,0.0
17970,17970,17970,4,4,4.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,4,0,0.0
17968,17968,17968,2,-2,-2.0
17969,17969,17969,2,2,2.0
17969,17969,17969,2,0,0.0
17969,17969,17969,2,0,0.0
17969,17969,17969,2,0,0.0
17970,17970,17970,2,2,2.0
17970,17970,17970,4,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,6,0,0.0
17970,17970,17970,4,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,4,0,0.0
17970,17970,17970,4,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17968,17968,17968,2,-2,-2.0
17969,17969,17969,2,2,2.0
17969,17969,17969,2,0,0.0
17970,17970,17970,2,2,2.0
17968,17968,17968,2,-2,-2.0
17968,17968,17968,2,0,0.0
17968,17968,17968,2,0,0.0
17969,17969,17969,4,4,4.0
17970,17970,17970,2,2,2.0
17969,17969,17969,2,-2,-2.0
17970,17970,17970,4,4,4.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,12,0,0.0
17970,17970,17970,2,0,0.0
17970,17970,17970,2,0,0.0
17968,17968,17968,2,-2,-2.0
17970,17970,17970,2,2,2.0
17970,17970,17970,2,0,0.0
17969,17969,17969,2,-2,-2.0
17970,17970,17970,2,2,2.0
17969,17969,17969,2,-2,-2.0
17969,17969,17969,2,0,0.0
17968,17968,17968,2,-2,-2.0
17968,17968,17968,2,0,0.0
17967,17967,17967,2,-2,-2.0
17967,17967,17967,2,0,0.0
17967,17967,17967,2,0,0.0
17969,17969,17969,4,4,4.0
17967,17967,17967,2,-2,-2.0
17969,17969,17969,2,2,2.0
17968,17968,17968,2,-2,-2.0
17968,17968,17968,2,0,0.0
17968,17968,17968,4,0,0.0
17967,17967,17967,2,-2,-2.0
17967,17967,17967,2,0,0.0
17966,17966,17966,2,-2,-2.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17968,17968,17968,2,2,2.0
17966,17966,17966,2,-2,-2.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17966,17966,17966,2,0,0.0
17967,17967,17967,4,4,4.0
17966,17966,17966,4,-4,-4.0
17966,17966,17966,4,0,0.0
17966,17966,17966,2,0,0.0
17968,17968,17968,2,2,2.0
