18960,18961,18961,283,283,283.0
18960,18961,18961,19,19,19.0
18960,18961,18963,2,2,-2.0
18960,18961,18964,4,4,-4.0
18960,18961,18960,9,-9,9.0
18960,18961,18964,2,2,-2.0
18959,18964,18961,1,-1,1.0
18959,18964,18961,4,-4,4.0
18959,18964,18961,1,-1,1.0
18959,18964,18960,1,-1,1.0
18959,18962,18959,5,-5,5.0
18959,18962,18961,5,5,-5.0
18959,18961,18961,1,1,1.0
18959,18961,18962,5,5,-5.0
18959,18961,18961,2,2,2.0
18959,18961,18962,3,3,-3.0
18960,18963,18961,1,-1,1.0
18960,18963,18962,1,1,-1.0
18960,18963,18962,1,1,-1.0
18960,18963,18963,2,2,2.0
18960,18963,18961,2,-2,2.0
18960,18963,18962,2,2,-2.0
18960,18961,18961,1,1,1.0
18960,18961,18962,1,1,-1.0
18960,18961,18960,1,-1,1.0
18960,18961,18960,1,-1,1.0
18960,18961,18960,1,-1,1.0
18960,18961,18959,1,-1,1.0
18960,18961,18960,1,-1,1.0
18960,18961,18959,1,-1,1.0
18960,18961,18960,1,-1,1.0
18960,18961,18961,1,1,1.0
18959,18961,18961,1,1,1.0
18959,18961,18960,1,1,-1.0
18959,18961,18960,1,1,-1.0
18959,18961,18960,1,1,-1.0
18959,18961,18959,1,-1,1.0
18959,18960,18959,1,-1,1.0
18958,18959,18959,1,1,1.0
18958,18959,18960,1,1,-1.0
18958,18959,18960,1,1,-1.0
18959,18960,18959,1,-1,1.0
18959,18960,18959,1,-1,1.0
18959,18960,18959,1,-1,1.0
18959,18960,18960,1,1,1.0
18959,18960,18960,2,2,2.0
18959,18960,18960,1,1,1.0
18959,18960,18960,3,3,3.0
18960,18961,18961,1,1,1.0
18960,18961,18961,1,1,1.0
18960,18961,18962,1,1,-1.0
18960,18961,18962,2,2,-2.0
18960,18961,18962,2,2,-2.0
18960,18961,18963,1,1,-1.0
18961,18963,18961,1,-1,1.0
18961,18963,18961,3,-3,3.0
18961,18962,18962,2,2,2.0
18963,18964,18963,5,-5,5.0
18962,18964,18961,5,-5,5.0
18962,18964,18961,5,-5,5.0
18962,18964,18960,1,-1,1.0
18960,18961,18960,1,-1,1.0
18960,18963,18962,1,1,-1.0
18960,18963,18962,6,6,-6.0
18960,18962,18960,1,-1,1.0
18960,18962,18960,1,-1,1.0
18960,18962,18962,1,1,1.0
18960,18962,18960,3,-3,3.0
18960,18962,18960,3,-3,3.0
18960,18961,18961,2,2,2.0
18960,18961,18960,3,-3,3.0
18960,18961,18960,8,-8,8.0
18959,18961,18961,3,3,3.0
18959,18961,18962,5,5,-5.0
18960,18962,18962,1,1,1.0
18960,18962,18960,3,-3,3.0
18960,18962,18960,3,-3,3.0
18960,18962,18961,1,-1,1.0
18960,18961,18961,13,13,13.0
18961,18962,18961,4,-4,4.0
18960,18962,18960,1,-1,1.0
18960,18961,18961,1,1,1.0
18960,18961,18961,3,3,3.0
18960,18961,18961,1,1,1.0
18960,18961,18961,2,2,2.0
18960,18961,18961,1,1,1.0
18960,18961,18960,1,-1,1.0
18960,18961,18961,7,7,7.0
18960,18961,18961,10,10,10.0
18960,18962,18960,1,-1,1.0
18960,18962,18960,1,-1,1.0
18960,18962,18960,1,-1,1.0
18960,18961,18961,4,4,4.0
18960,18961,18961,4,4,4.0
18961,18962,18961,1,-1,1.0
18960,18961,18960,12,-12,12.0
18959,18960,18959,4,-4,4.0
18958,18959,18959,1,1,1.0
18958,18959,18958,6,-6,6.0
18958,18959,18958,1,-1,1.0
18957,18958,18958,1,1,1.0
18957,18958,18957,1,-1,1.0
18957,18958,18957,13,-13,13.0
18957,18958,18957,1,-1,1.0
18956,18957,18956,1,-1,1.0
18956,18957,18956,5,-5,5.0
18955,18956,18955,1,-1,1.0
18955,18956,18955,19,-19,19.0
18955,18956,18955,1,-1,1.0
18955,18956,18955,5,-5,5.0
18954,18955,18954,2,-2,2.0
18954,18955,18955,7,7,7.0
18955,18956,18956,1,1,1.0
18955,18956,18955,1,-1,1.0
18955,18956,18955,1,-1,1.0
18955,18956,18955,7,-7,7.0
18955,18956,18955,2,-2,2.0
18955,18956,18955,1,-1,1.0
18955,18956,18955,2,-2,2.0
18955,18956,18955,3,-3,3.0
18954,18955,18954,3,-3,3.0
18953,18954,18954,1,1,1.0
18953,18954,18954,1,1,1.0
18953,18954,18954,3,3,3.0
18953,18954,18954,2,2,2.0
18953,18954,18954,3,3,3.0
18954,18955,18954,1,-1,1.0
18953,18955,18955,1,1,1.0
18953,18954,18954,1,1,1.0
18955,18956,18955,1,-1,1.0
18955,18956,18956,1,1,1.0
18955,18956,18956,1,1,1.0
18955,18956,18956,1,1,1.0
18956,18957,18957,2,2,2.0
18956,18958,18956,1,-1,1.0
18956,18957,18956,4,-4,4.0
18956,18957,18956,7,-7,7.0
18956,18957,18956,1,-1,1.0
18956,18957,18956,1,-1,1.0
18956,18957,18956,2,-2,2.0
18956,18957,18956,1,-1,1.0
18955,18956,18956,1,1,1.0
18955,18956,18956,2,2,2.0
18956,18957,18956,1,-1,1.0
18955,18956,18955,3,-3,3.0
18955,18956,18955,10,-10,10.0
18954,18955,18954,1,-1,1.0
18954,18955,18954,2,-2,2.0
18954,18955,18954,4,-4,4.0
18954,18955,18954,5,-5,5.0
18954,18955,18954,3,-3,3.0
18954,18955,18955,3,3,3.0
18954,18955,18955,2,2,2.0
18954,18955,18954,1,-1,1.0
18954,18955,18954,1,-1,1.0
18954,18955,18955,1,1,1.0
18954,18955,18955,1,1,1.0
18954,18955,18955,1,1,1.0
