0,2021-06-23 15:00:00,17281,17283,17278,17281,478
1,2021-06-23 15:01:00,17280,17283,17274,17283,660
2,2021-06-23 15:02:00,17283,17288,17282,17286,984
3,2021-06-23 15:03:00,17287,17292,17285,17287,1294
4,2021-06-23 15:04:00,17286,17293,17286,17290,1476
5,2021-06-23 15:05:00,17291,17293,17289,17290,1616
6,2021-06-23 15:06:00,17289,17292,17287,17288,1680
7,2021-06-23 15:07:00,17287,17296,17287,17292,1992
8,2021-06-23 15:08:00,17293,17295,17292,17293,2072
9,2021-06-23 15:09:00,17294,17294,17291,17292,2126
10,2021-06-23 15:10:00,17291,17293,17288,17290,2206
11,2021-06-23 15:11:00,17291,17291,17288,17288,2222
12,2021-06-23 15:12:00,17289,17290,17283,17283,2286
13,2021-06-23 15:13:00,17284,17285,17278,17278,2434
14,2021-06-23 15:14:00,17278,17278,17271,17271,2624
15,2021-06-23 15:15:00,17271,17275,17268,17274,2820
16,2021-06-23 15:16:00,17275,17276,17272,17273,2966
17,2021-06-23 15:17:00,17274,17278,17273,17277,2998
18,2021-06-23 15:18:00,17277,17279,17277,17278,3044
19,2021-06-23 15:19:00,17278,17279,17274,17275,3118
20,2021-06-23 15:20:00,17274,17276,17272,17275,3242
21,2021-06-23 15:21:00,17277,17280,17276,17277,3294
22,2021-06-23 15:22:00,17276,17276,17273,17275,3326
23,2021-06-23 15:23:00,17275,17275,17272,17272,3338
24,2021-06-23 15:24:00,17273,17274,17270,17272,3384
25,2021-06-23 15:25:00,17271,17272,17269,17269,3456
26,2021-06-23 15:26:00,17269,17269,17257,17262,3870
27,2021-06-23 15:27:00,17262,17263,17258,17258,3968
28,2021-06-23 15:28:00,17258,17260,17256,17260,4072
29,2021-06-23 15:29:00,17260,17267,17260,17267,4172
30,2021-06-23 15:30:00,17263,17268,17262,17267,4296
31,2021-06-23 15:31:00,17266,17267,17263,17267,4372
32,2021-06-23 15:32:00,17267,17267,17262,17262,4424
33,2021-06-23 15:33:00,17262,17263,17260,17261,4474
34,2021-06-23 15:34:00,17261,17264,17260,17264,4506
35,2021-06-23 15:35:00,17263,17264,17262,17262,4520
36,2021-06-23 15:36:00,17262,17264,17262,17263,4590
37,2021-06-23 15:37:00,17262,17264,17262,17264,4608
38,2021-06-23 15:38:00,17264,17267,17264,17266,4638
39,2021-06-23 15:39:00,17265,17266,17265,17265,4658
40,2021-06-23 15:40:00,17265,17265,17265,17265,4688
41,2021-06-23 15:41:00,17264,17266,17263,17266,4738
42,2021-06-23 15:42:00,17265,17266,17265,17265,4760
43,2021-06-23 15:43:00,17266,17270,17266,17270,4852
44,2021-06-23 15:44:00,17269,17270,17269,17269,4912
45,2021-06-23 15:45:00,17269,17269,17267,17268,4944
46,2021-06-23 15:46:00,17268,17269,17268,17269,4974
47,2021-06-23 15:47:00,17269,17273,17269,17272,5046
48,2021-06-23 15:48:00,17272,17272,17268,17269,5076
49,2021-06-23 15:49:00,17269,17269,17265,17265,5162
50,2021-06-23 15:50:00,17265,17267,17265,17267,5208
51,2021-06-23 15:51:00,17266,17266,17262,17262,5264
52,2021-06-23 15:52:00,17262,17264,17261,17264,5320
53,2021-06-23 15:53:00,17264,17265,17263,17264,5342
54,2021-06-23 15:54:00,17263,17263,17262,17262,5354
55,2021-06-23 15:55:00,17262,17262,17252,17256,5602
56,2021-06-23 15:56:00,17257,17262,17257,17262,5640
57,2021-06-23 15:57:00,17262,17263,17260,17262,5686
58,2021-06-23 15:58:00,17264,17264,17262,17264,5704
59,2021-06-23 15:59:00,17264,17265,17263,17263,5728
60,2021-06-23 16:00:00,17262,17268,17262,17267,5836
61,2021-06-23 16:01:00,17267,17268,17266,17267,5874
62,2021-06-23 16:02:00,17267,17269,17267,17268,5922
63,2021-06-23 16:03:00,17268,17269,17266,17267,6000
64,2021-06-23 16:04:00,17268,17268,17265,17265,6034
65,2021-06-23 16:05:00,17265,17266,17264,17266,6048
66,2021-06-23 16:06:00,17266,17266,17265,17266,6056
67,2021-06-23 16:07:00,17265,17265,17264,17264,6068
68,2021-06-23 16:08:00,17266,17268,17266,17267,6096
69,2021-06-23 16:09:00,17265,17265,17263,17265,6088
70,2021-06-23 16:10:00,17267,17267,17262,17262,6114
71,2021-06-23 16:11:00,17262,17264,17262,17262,6166
72,2021-06-23 16:12:00,17262,17263,17261,17263,6204
73,2021-06-23 16:13:00,17263,17264,17263,17264,6224
74,2021-06-23 16:14:00,17264,17264,17263,17263,6264
75,2021-06-23 16:15:00,17262,17264,17260,17260,6340
76,2021-06-23 16:16:00,17263,17267,17263,17267,6372
77,2021-06-23 16:17:00,17267,17268,17267,17268,6408
78,2021-06-23 16:18:00,17269,17269,17268,17268,6428
79,2021-06-23 16:19:00,17268,17272,17268,17271,6544
80,2021-06-23 16:20:00,17271,17271,17269,17270,6598
81,2021-06-23 16:21:00,17270,17271,17268,17271,6624
82,2021-06-23 16:22:00,17271,17271,17270,17270,6638
83,2021-06-23 16:23:00,17270,17270,17270,17270,6656
84,2021-06-23 16:24:00,17269,17270,17269,17270,6664
85,2021-06-23 16:25:00,17269,17269,17266,17266,6684
86,2021-06-23 16:26:00,17267,17267,17266,17266,6698
87,2021-06-23 16:27:00,17266,17266,17265,17265,6714
88,2021-06-23 16:28:00,17265,17265,17264,17264,6738
89,2021-06-23 16:29:00,17265,17266,17264,17264,6760
90,2021-06-23 16:30:00,17264,17264,17261,17261,6804
91,2021-06-23 16:31:00,17262,17264,17261,17261,6834
92,2021-06-23 16:32:00,17261,17263,17258,17263,6932
93,2021-06-23 16:33:00,17264,17267,17264,17265,7004
94,2021-06-23 16:34:00,17265,17265,17261,17261,7014
95,2021-06-23 16:35:00,17262,17265,17261,17265,7042
96,2021-06-23 16:36:00,17266,17268,17266,17267,7060
97,2021-06-23 16:37:00,17266,17267,17266,17267,7070
98,2021-06-23 16:38:00,17266,17266,17266,17266,7078
99,2021-06-23 16:39:00,17266,17268,17266,17268,7094
100,2021-06-23 16:40:00,17268,17270,17267,17269,7140
101,2021-06-23 16:41:00,17268,17268,17266,17266,7152
102,2021-06-23 16:42:00,17266,17266,17264,17265,7164
103,2021-06-23 16:43:00,17265,17266,17264,17264,7168
104,2021-06-23 16:44:00,17265,17266,17265,17266,7180
105,2021-06-23 16:45:00,17266,17267,17265,17265,7186
106,2021-06-23 16:46:00,17265,17265,17264,17265,7248
107,2021-06-23 16:47:00,17264,17266,17264,17265,7258
108,2021-06-23 16:48:00,17266,17267,17265,17265,7266
109,2021-06-23 16:49:00,17266,17267,17266,17267,7310
110,2021-06-23 16:50:00,17266,17266,17266,17266,7314
111,2021-06-23 16:51:00,17265,17266,17263,17266,7374
112,2021-06-23 16:52:00,17266,17266,17265,17265,7374
113,2021-06-23 16:53:00,17267,17267,17266,17266,7376
114,2021-06-23 16:54:00,17266,17266,17266,17266,7386
115,2021-06-23 16:55:00,17266,17266,17263,17264,7400
116,2021-06-23 16:56:00,17263,17264,17262,17262,7408
117,2021-06-23 16:57:00,17262,17264,17262,17264,7412
118,2021-06-23 16:58:00,17262,17262,17258,17261,7564
119,2021-06-23 16:59:00,17261,17262,17261,17261,7574
120,2021-06-23 17:00:00,17263,17264,17260,17260,7608
121,2021-06-23 17:01:00,17259,17259,17254,17255,7728
122,2021-06-23 17:02:00,17254,17254,17251,17252,7896
123,2021-06-23 17:03:00,17252,17253,17251,17252,7946
124,2021-06-23 17:04:00,17253,17254,17251,17252,8010
125,2021-06-23 17:05:00,17252,17252,17242,17246,8370
126,2021-06-23 17:06:00,17245,17246,17240,17242,8656
127,2021-06-23 17:07:00,17243,17246,17241,17245,8904
128,2021-06-23 17:08:00,17245,17247,17244,17247,9004
129,2021-06-23 17:09:00,17246,17248,17246,17248,9042
130,2021-06-23 17:10:00,17247,17247,17244,17245,9144
131,2021-06-23 17:11:00,17244,17245,17241,17243,9210
132,2021-06-23 17:12:00,17244,17249,17244,17249,9308
133,2021-06-23 17:13:00,17249,17253,17249,17253,9398
134,2021-06-23 17:14:00,17253,17255,17251,17255,9606
135,2021-06-23 17:15:00,17255,17255,17252,17254,9686
136,2021-06-23 17:16:00,17253,17254,17252,17254,9718
137,2021-06-23 17:17:00,17254,17255,17254,17255,9730
138,2021-06-23 17:18:00,17255,17256,17253,17253,9788
139,2021-06-23 17:19:00,17253,17253,17251,17252,9832
140,2021-06-23 17:20:00,17251,17253,17250,17250,9892
141,2021-06-23 17:21:00,17251,17253,17251,17252,10008
142,2021-06-23 17:22:00,17251,17252,17251,17252,10040
143,2021-06-23 17:23:00,17252,17252,17251,17251,10112
144,2021-06-23 17:24:00,17251,17252,17251,17252,10142
145,2021-06-23 17:25:00,17252,17252,17249,17249,10244
146,2021-06-23 17:26:00,17248,17252,17248,17250,10354
147,2021-06-23 17:27:00,17251,17253,17251,17252,10402
148,2021-06-23 17:28:00,17252,17254,17252,17254,10430
149,2021-06-23 17:29:00,17254,17255,17253,17255,10456
150,2021-06-23 17:30:00,17255,17255,17253,17254,10474
151,2021-06-23 17:31:00,17254,17256,17254,17256,10498
152,2021-06-23 17:32:00,17256,17257,17256,17257,10528
153,2021-06-23 17:33:00,17257,17258,17257,17258,10562
154,2021-06-23 17:34:00,17258,17259,17258,17258,10644
155,2021-06-23 17:35:00,17258,17259,17258,17259,10664
156,2021-06-23 17:36:00,17258,17261,17257,17260,10740
157,2021-06-23 17:37:00,17260,17261,17259,17259,10754
158,2021-06-23 17:38:00,17260,17262,17260,17262,10796
159,2021-06-23 17:39:00,17262,17262,17258,17258,10860
