2020-02-12,15:00:00.015000,11779,11780,11780,73
2020-02-12,15:00:00.125000,11779,11780,11780,4
2020-02-12,15:00:00.567000,11779,11780,11780,2
2020-02-12,15:00:00.888000,11779,11780,11780,1
2020-02-12,15:00:00.897000,11779,11780,11779,1
2020-02-12,15:00:01.211000,11779,11780,11780,6
2020-02-12,15:00:01.242000,11779,11780,11779,2
2020-02-12,15:00:01.440000,11779,11780,11780,1
2020-02-12,15:00:01.559000,11779,11780,11779,1
2020-02-12,15:00:01.611000,11779,11780,11780,1
2020-02-12,15:00:01.646000,11779,11780,11780,1
2020-02-12,15:00:01.764000,11778,11780,11780,12
2020-02-12,15:00:01.802000,11779,11780,11780,8
2020-02-12,15:00:01.802000,11779,11780,11780,1
2020-02-12,15:00:01.943000,11779,11781,11781,1
2020-02-12,15:00:02.130000,11780,11781,11781,1
2020-02-12,15:00:02.235000,11780,11781,11781,1
2020-02-12,15:00:02.682000,11780,11781,11780,1
2020-02-12,15:00:04.052000,11780,11781,11780,1
2020-02-12,15:00:04.468000,11780,11781,11780,1
2020-02-12,15:00:05.150000,11780,11781,11780,1
2020-02-12,15:00:05.984000,11780,11781,11780,1
2020-02-12,15:00:06.567000,11779,11780,11780,1
2020-02-12,15:00:06.627000,11779,11780,11781,1
2020-02-12,15:00:06.960000,11780,11781,11780,1
2020-02-12,15:00:07.985000,11780,11781,11780,3
2020-02-12,15:00:08.650000,11780,11781,11780,1
2020-02-12,15:00:08.650000,11780,11781,11779,9
2020-02-12,15:00:09.175000,11779,11780,11780,1
2020-02-12,15:00:09.540000,11779,11780,11779,1
2020-02-12,15:00:10.208000,11779,11780,11779,2
2020-02-12,15:00:10.208000,11779,11780,11778,8
2020-02-12,15:00:10.447000,11778,11780,11779,1
2020-02-12,15:00:10.447000,11778,11780,11780,1
2020-02-12,15:00:10.490000,11778,11780,11780,4
2020-02-12,15:00:11.712000,11779,11780,11779,1
2020-02-12,15:00:11.735000,11779,11780,11779,1
2020-02-12,15:00:11.851000,11778,11779,11779,3
2020-02-12,15:00:11.897000,11778,11779,11778,1
2020-02-12,15:00:12.940000,11779,11780,11779,1
2020-02-12,15:00:13.054000,11779,11780,11780,21
2020-02-12,15:00:13.318000,11779,11780,11780,1
2020-02-12,15:00:13.493000,11779,11781,11780,1
2020-02-12,15:00:13.493000,11779,11781,11779,4
2020-02-12,15:00:13.805000,11780,11781,11781,1
2020-02-12,15:00:14.342000,11780,11781,11780,1
2020-02-12,15:00:14.342000,11780,11781,11779,8
2020-02-12,15:00:14.342000,11780,11781,11778,1
2020-02-12,15:00:14.802000,11778,11779,11779,1
2020-02-12,15:00:15.446000,11779,11780,11779,1
2020-02-12,15:00:15.773000,11778,11780,11780,1
2020-02-12,15:00:15.861000,11778,11780,11780,1
2020-02-12,15:00:16.302000,11779,11780,11780,4
2020-02-12,15:00:17.418000,11779,11780,11780,2
2020-02-12,15:00:18.666000,11779,11780,11779,2
2020-02-12,15:00:18.962000,11779,11780,11780,4
2020-02-12,15:00:19.092000,11779,11780,11780,1
2020-02-12,15:00:19.100000,11779,11780,11780,1
2020-02-12,15:00:20.437000,11779,11780,11779,1
2020-02-12,15:00:20.453000,11779,11780,11779,1
2020-02-12,15:00:20.552000,11779,11780,11779,1
2020-02-12,15:00:21.350000,11778,11779,11779,5
2020-02-12,15:00:21.350000,11778,11779,11780,20
2020-02-12,15:00:23.025000,11779,11780,11779,4
2020-02-12,15:00:23.025000,11779,11780,11779,1
2020-02-12,15:00:23.177000,11778,11779,11779,1
2020-02-12,15:00:25.524000,11778,11779,11779,4
2020-02-12,15:00:27.644000,11778,11779,11779,1
2020-02-12,15:00:30.341000,11778,11779,11779,1
2020-02-12,15:00:30.777000,11778,11779,11778,1
2020-02-12,15:00:33.820000,11778,11779,11779,1
2020-02-12,15:00:34.337000,11778,11779,11778,1
2020-02-12,15:00:34.870000,11778,11779,11778,1
2020-02-12,15:00:35.446000,11778,11779,11778,1
2020-02-12,15:00:35.563000,11778,11779,11778,1
2020-02-12,15:00:35.936000,11778,11779,11778,1
2020-02-12,15:00:37.187000,11778,11779,11778,4
2020-02-12,15:00:37.258000,11778,11779,11779,5
2020-02-12,15:00:38.530000,11778,11779,11778,1
2020-02-12,15:00:40.280000,11778,11779,11778,2
2020-02-12,15:00:40.681000,11778,11779,11778,1
2020-02-12,15:00:40.733000,11778,11779,11778,6
2020-02-12,15:00:41.042000,11778,11779,11778,1
2020-02-12,15:00:41.264000,11778,11779,11778,4
2020-02-12,15:00:41.581000,11778,11779,11778,1
2020-02-12,15:00:41.581000,11778,11779,11778,1
2020-02-12,15:00:42.009000,11777,11778,11778,1
2020-02-12,15:00:42.488000,11777,11778,11778,3
2020-02-12,15:00:42.488000,11777,11778,11779,1
2020-02-12,15:00:42.903000,11777,11779,11779,1
2020-02-12,15:00:45.716000,11778,11779,11778,1
2020-02-12,15:00:46.820000,11778,11779,11778,1
2020-02-12,15:00:46.945000,11778,11779,11779,1
2020-02-12,15:00:48.677000,11778,11779,11779,1
2020-02-12,15:00:48.686000,11778,11779,11779,1
2020-02-12,15:00:48.687000,11778,11779,11779,6
2020-02-12,15:00:48.802000,11778,11779,11779,5
2020-02-12,15:00:48.802000,11778,11779,11779,2
2020-02-12,15:00:48.818000,11778,11779,11779,7
2020-02-12,15:00:49.428000,11779,11780,11779,8
2020-02-12,15:00:55.712000,11779,11780,11779,2
2020-02-12,15:00:55.790000,11779,11780,11779,1
2020-02-12,15:00:56.296000,11779,11780,11780,1
2020-02-12,15:00:58.848000,11779,11780,11779,1
2020-02-12,15:00:59.993000,11779,11780,11779,5
2020-02-12,15:01:00.039000,11779,11780,11780,1
2020-02-12,15:01:00.121000,11779,11780,11779,1
2020-02-12,15:01:00.186000,11778,11780,11780,2
2020-02-12,15:01:00.208000,11778,11780,11778,1
2020-02-12,15:01:00.552000,11778,11779,11779,1
2020-02-12,15:01:02.436000,11779,11780,11779,3
2020-02-12,15:01:05.374000,11779,11780,11779,1
2020-02-12,15:01:10.339000,11779,11780,11780,25
2020-02-12,15:01:10.442000,11779,11780,11780,3
2020-02-12,15:01:11.411000,11780,11781,11780,2
2020-02-12,15:01:11.904000,11780,11781,11780,4
2020-02-12,15:01:11.936000,11780,11781,11781,1
2020-02-12,15:01:12.679000,11780,11781,11781,1
2020-02-12,15:01:12.989000,11780,11781,11781,10
2020-02-12,15:01:12.990000,11780,11781,11781,2
2020-02-12,15:01:13,11780,11781,11781,3
2020-02-12,15:01:13.984000,11780,11782,11782,8
2020-02-12,15:01:17.600000,11781,11782,11781,1
2020-02-12,15:01:19.343000,11781,11782,11782,2
2020-02-12,15:01:21.332000,11781,11782,11782,1
2020-02-12,15:01:21.644000,11781,11782,11781,2
2020-02-12,15:01:22.511000,11781,11782,11782,1
2020-02-12,15:01:22.934000,11781,11782,11781,1
2020-02-12,15:01:23.579000,11781,11782,11782,3
2020-02-12,15:01:24.328000,11781,11782,11782,2
2020-02-12,15:01:24.442000,11781,11782,11782,2
2020-02-12,15:01:25.070000,11782,11783,11782,1
2020-02-12,15:01:25.163000,11782,11783,11782,1
2020-02-12,15:01:25.474000,11781,11782,11782,1
2020-02-12,15:01:27.958000,11781,11782,11782,8
2020-02-12,15:01:29.924000,11782,11783,11783,2
2020-02-12,15:01:30.197000,11782,11783,11783,1
2020-02-12,15:01:30.589000,11782,11783,11782,1
2020-02-12,15:01:32.901000,11782,11783,11783,2
2020-02-12,15:01:33.692000,11782,11783,11782,1
2020-02-12,15:01:36.070000,11782,11783,11783,1
2020-02-12,15:01:37.085000,11782,11783,11783,1
2020-02-12,15:01:37.507000,11782,11783,11782,2
2020-02-12,15:01:37.552000,11782,11783,11782,1
2020-02-12,15:01:39.420000,11782,11783,11782,2
2020-02-12,15:01:39.757000,11782,11783,11782,4
2020-02-12,15:01:41.984000,11781,11782,11782,1
2020-02-12,15:01:42.664000,11781,11782,11782,1
2020-02-12,15:01:42.747000,11781,11782,11782,1
2020-02-12,15:01:44.946000,11781,11782,11782,2
2020-02-12,15:01:45.192000,11781,11782,11782,1
2020-02-12,15:01:47.521000,11781,11782,11782,1
2020-02-12,15:01:47.735000,11781,11782,11782,2
2020-02-12,15:01:48.934000,11781,11782,11782,1
2020-02-12,15:01:50.149000,11781,11782,11782,1
2020-02-12,15:01:55.694000,11781,11782,11781,1
2020-02-12,15:01:55.957000,11781,11782,11782,2
