2020-01-06,15:00:00.025000,11938,11939,11938,108
2020-01-06,15:00:00.035000,11938,11939,11938,22
2020-01-06,15:00:00.046000,11937,11938,11937,4
2020-01-06,15:00:00.054000,11937,11938,11937,1
2020-01-06,15:00:00.059000,11937,11939,11939,1
2020-01-06,15:00:00.066000,11937,11939,11937,8
2020-01-06,15:00:00.080000,11937,11939,11937,1
2020-01-06,15:00:00.149000,11937,11939,11937,2
2020-01-06,15:00:00.149000,11937,11939,11936,2
2020-01-06,15:00:00.164000,11937,11939,11936,4
2020-01-06,15:00:00.229000,11936,11939,11939,1
2020-01-06,15:00:00.229000,11936,11939,11939,1
2020-01-06,15:00:00.276000,11936,11939,11936,1
2020-01-06,15:00:00.289000,11936,11939,11936,6
2020-01-06,15:00:00.299000,11936,11939,11936,13
2020-01-06,15:00:00.299000,11936,11939,11935,15
2020-01-06,15:00:00.381000,11935,11939,11935,1
2020-01-06,15:00:00.411000,11935,11939,11935,1
2020-01-06,15:00:00.549000,11935,11937,11936,1
2020-01-06,15:00:00.556000,11935,11937,11936,1
2020-01-06,15:00:00.575000,11936,11937,11937,4
2020-01-06,15:00:00.835000,11936,11937,11937,1
2020-01-06,15:00:00.848000,11936,11937,11936,1
2020-01-06,15:00:00.907000,11936,11937,11936,2
2020-01-06,15:00:00.908000,11936,11937,11936,2
2020-01-06,15:00:00.908000,11936,11937,11935,6
2020-01-06,15:00:00.914000,11936,11937,11935,1
2020-01-06,15:00:00.922000,11936,11937,11935,2
2020-01-06,15:00:00.943000,11935,11937,11935,2
2020-01-06,15:00:00.963000,11935,11937,11935,1
2020-01-06,15:00:01.251000,11935,11937,11936,1
2020-01-06,15:00:01.254000,11935,11937,11936,2
2020-01-06,15:00:01.263000,11935,11937,11935,2
2020-01-06,15:00:01.316000,11935,11937,11935,2
2020-01-06,15:00:01.336000,11935,11937,11936,1
2020-01-06,15:00:01.347000,11935,11937,11935,1
2020-01-06,15:00:01.367000,11935,11937,11935,1
2020-01-06,15:00:01.413000,11935,11937,11935,2
2020-01-06,15:00:01.454000,11935,11937,11935,10
2020-01-06,15:00:01.588000,11935,11937,11935,1
2020-01-06,15:00:01.611000,11935,11937,11935,2
2020-01-06,15:00:01.855000,11935,11936,11935,1
2020-01-06,15:00:02.006000,11935,11936,11935,2
2020-01-06,15:00:02.057000,11935,11936,11934,1
2020-01-06,15:00:02.076000,11934,11935,11935,1
2020-01-06,15:00:02.077000,11934,11935,11935,1
2020-01-06,15:00:02.081000,11934,11935,11935,1
2020-01-06,15:00:02.082000,11934,11935,11935,1
2020-01-06,15:00:02.115000,11934,11935,11935,3
2020-01-06,15:00:02.134000,11934,11935,11936,1
2020-01-06,15:00:02.161000,11934,11935,11934,1
2020-01-06,15:00:02.259000,11933,11936,11934,1
2020-01-06,15:00:02.325000,11934,11936,11935,1
2020-01-06,15:00:02.327000,11934,11936,11935,1
2020-01-06,15:00:02.367000,11934,11936,11936,10
2020-01-06,15:00:02.434000,11935,11936,11936,3
2020-01-06,15:00:02.451000,11935,11936,11936,2
