2019-08-16,15:00:00.071000,10402,10403,10402,65
2019-08-16,15:00:00.072000,10402,10403,10403,1
2019-08-16,15:00:00.093000,10402,10403,10403,17
2019-08-16,15:00:00.134000,10402,10403,10402,2
2019-08-16,15:00:00.193000,10401,10404,10404,1
2019-08-16,15:00:00.216000,10401,10404,10401,18
2019-08-16,15:00:00.216000,10401,10404,10400,7
2019-08-16,15:00:00.241000,10401,10404,10403,5
2019-08-16,15:00:00.261000,10401,10404,10400,1
2019-08-16,15:00:00.264000,10401,10404,10402,1
2019-08-16,15:00:00.299000,10401,10404,10402,1
2019-08-16,15:00:00.382000,10400,10402,10402,1
2019-08-16,15:00:00.392000,10400,10402,10402,1
2019-08-16,15:00:00.431000,10400,10402,10402,1
2019-08-16,15:00:00.456000,10400,10402,10402,1
2019-08-16,15:00:00.465000,10400,10402,10402,1
2019-08-16,15:00:00.544000,10400,10402,10402,1
2019-08-16,15:00:00.657000,10400,10402,10402,3
2019-08-16,15:00:00.885000,10400,10402,10400,1
2019-08-16,15:00:00.886000,10400,10402,10400,2
2019-08-16,15:00:01.071000,10400,10402,10400,1
2019-08-16,15:00:01.155000,10400,10402,10401,1
2019-08-16,15:00:01.217000,10401,10402,10401,1
2019-08-16,15:00:01.224000,10401,10402,10401,2
2019-08-16,15:00:01.465000,10400,10401,10400,4
2019-08-16,15:00:01.475000,10400,10401,10400,4
2019-08-16,15:00:01.614000,10400,10401,10400,2
2019-08-16,15:00:01.668000,10400,10401,10400,1
2019-08-16,15:00:01.817000,10399,10401,10400,1
2019-08-16,15:00:01.820000,10399,10401,10401,1
2019-08-16,15:00:01.900000,10399,10401,10401,1
2019-08-16,15:00:02.503000,10399,10401,10399,1
2019-08-16,15:00:02.733000,10399,10401,10401,1
2019-08-16,15:00:02.797000,10399,10401,10400,1
2019-08-16,15:00:02.797000,10399,10401,10399,1
2019-08-16,15:00:02.834000,10399,10401,10401,1
2019-08-16,15:00:02.943000,10400,10401,10401,1
2019-08-16,15:00:03.083000,10400,10401,10401,2
2019-08-16,15:00:03.193000,10400,10401,10401,1
2019-08-16,15:00:04.067000,10400,10401,10401,2
2019-08-16,15:00:04.737000,10400,10401,10400,2
2019-08-16,15:00:05.186000,10400,10401,10401,2
2019-08-16,15:00:05.443000,10400,10401,10401,1
